Name,Link to the dish,Ingredients,Making Steps,Ingredients_without_quantity
호박두부찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=264,"파(1/2뿌리), 청고추(3개), 물(3컵), 식용유(약간), 새우젓(2큰술), 다진마늘(1큰술), 소금(약간), 참기름(약간)","1. 호박은 5mm 두께로 반달모양으로 썰고 두부는 8mm 두께로 네모지게 썬다. 2. 청고추, 파는 어슷하게 썬다. 3. 냄비에 기름을 두르고 호박을 넣어 볶다가 새우젓을 넣고 잠시 더 볶아 물을 잘박하게 붓는다. 4. ③이 한소끔 끓으면 두부, 청고추, 파, 다진 마늘을 넣고 끓인 뒤 소금으로 간을 맞추고 참기름을 친다.","파, 청고추, 물, 식용유, 새우젓, 다진마늘, 소금, 참기름"
쇠고기덮밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=124,"양파(1/2개), 대파(1뿌리), 표고버섯(1개), 다진마늘(약간), 간장(2큰술), 맛술(1큰술), 설탕(2/3큰술), 소금(약간), 참기름(약간), 후춧가루(약간), 깨소금(약간)","1. 쇠고기는 불고기용으로 손질하여 간장, 맛술, 설탕, 참기름, 깨소금, 다진 파, 다진 마늘로 양념하여 준비한다. 2. 양파, 대파, 표고버섯은 채썰어 준비한다. 3. 기름두른 팬에 양념한 쇠고기를 볶다가 양파, 대파, 표고버섯을 같이 볶아준다. 4. 프라이팬에 밥을 넣고 소금, 깨소금, 참기름을 약간 넣고 볶아준다. 5. 접시에 밥과 볶은 불고기를 함께 낸다.","양파, 대파, 표고버섯, 다진마늘, 간장, 맛술, 설탕, 소금, 참기름, 후춧가루, 깨소금"
갈비찜,http://www.lampcook.com/food/food_fusion_view.php?idx_no=488,"계란(1개), 홍고추(2개), 은행(8알), 잣(1큰술), 대파(2대), 간장(1컵), 설탕(1/2컵), 청주(4큰술), 배(1/2개), 다진파(4큰술), 다진마늘(2큰술), 깨소금(약간), 참기름(약간), 후춧가루(약간)","1. 갈비는 토막내어 기름기를 제거하고 찬물에 30분 정도 담가 핏물을 빼서 준비하고, 냄비에 갈비가 잠길 정도로 물을 부어 대파를 흰 뿌리째 넣고 삶는다. 2. 삶은 갈비를 식혀 고루 칼집을 넣어두고 삶아낸 물은 육수로 쓴다. 3. 당근과 무는 밤톨 만하게 썰어 가장자리가 둥글게 모양 내고, 밤은 껍질을 깨끗이 벗겨낸다. 4. 은행은 달구어진 프라이팬에 기름을 두르고 살짝 볶아낸 후 거즈로 닦아 껍질을 벗겨내고, 표고버섯은 채썰며 계란은 흰자와 노른자를 분리하여 지단을 부쳐 준비한다. 5. 배는 강판에 갈아서 준비해두고, 배를 비롯한 분량의 양념 재료를 모두 넣고 고루 섞는다. 6. 냄비에 삶아둔 갈비를 안치고 ⑤의 양념장을 1/2 분량만 끼얹은 후 ②에서 나온 육수 1컵을 부어 끓이다가 갈비가 익고 국물이 졸아들면 남은 양념장을 넣고 준비해둔 밤, 무, 당근, 표고버섯을 넣고 푹 끓인다.","계란, 홍고추, 은행, 잣, 대파, 간장, 설탕, 청주, 배, 다진파, 다진마늘, 깨소금, 참기름, 후춧가루"
어묵볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=143,"양파(1/4쪽), 피망(1/4쪽), 식용유(약간), 김치(50g), 마늘(2쪽), 고춧가루(1큰술), 간장(1/2큰술), 설탕(1/2큰술), 참기름(약간), 깨소금(약간)","1. 어묵은 적당한 크기로 썬 다음 끓는물에 살짝 데쳐낸다. 2. 마늘은 다지고 김치, 채소는 한입 크기로 썰어놓는다. 3. 냄비에 기름을 두르고 약불에서 마늘을 볶다가 식용유 1큰술, 고춧가루 1/2큰술을 넣어 타지 않게 볶아준다. 4. ③에 데친 어묵, 김치, 채소들을 넣어 볶아주다가 간장 1/4큰술, 설탕 1/2큰술, 참기름 약간, 깨소금 약간 등을 넣어 양념을 한다. 5. ④가 다 볶아지면 한김 식힌 후 그릇에 담아낸다.","양파, 피망, 식용유, 김치, 마늘, 고춧가루, 간장, 설탕, 참기름, 깨소금"
고추장아찌,http://www.lampcook.com/food/food_fusion_view.php?idx_no=14,"식초(1컵), 간장(1.5컵), 물(1컵), 설탕(1컵)","1. 고추는 깨끗하게 씻어 물기를 빼준다. 2. 냄비에 간장, 설탕, 식초 물을 넣고 끓여준다. 3. 물기를 제거한 고추를 이쑤시개로 구멍을 뚫어준다. 4. 통에 고추를 넣고 식힌 간장을 부어 그늘지고 시원한 곳에서 15일간 숙성 시켜준다. 5. 숙성된 고추장아찌는 냉장고에 보관한다.","식초, 간장, 물, 설탕"
오색주먹밥도시락,http://www.lampcook.com/food/food_fusion_view.php?idx_no=478,"다시마(1장), 청주(1작은술), 소금(약간), 식초(4큰술), 설탕(3큰술), 간장(약간), 물엿(약간), 후춧가루(약간), 깨소금(약간), 참기름(약간), 고춧가루(약간)","1. 쌀과 물의 양을 1:1 비율로 잡고 다시마 1장과 청주, 소금을 넣어 밥을 짓고, 뜨거울 때 넓은 그릇에 담아 식초, 소금, 설탕을 섞어 만든 배합초를 고루 뿌려가며 섞으면서 식힌다. 2. 쇠고기는 곱게 갈아 간장, 설탕, 후춧가루로 간하여 프라이팬에 기름을 두르고 볶아두고, 잔멸치는 기름 두른 뜨거운 프라이팬에 한번 볶은 후 설탕과 간장을 1:2의 비율로 넣고 살짝 조려 물엿을 섞어 맛을 낸다. 3. 표고버섯은 미지근한 물에 불려 기둥을 떼고 물기를 꼭 짠 후 채썰어서 간장, 참기름, 설탕, 후춧가루로 양념하여 프라이팬에 볶는다. 4. 단무지는 곱게 채썰어 물기를 뺀 후 식초, 설탕, 소금을 넣고 버무린 다음 고춧가루로 살짝 물들인다. 5. 김치는 익은 것으로 하되 식성에 따라 행궈서 사용해도 좋다. 곱게 채썰어 꼭 짜서 깨소금, 참기름으로 무친다. 6. 다섯가지 재료가 완성되면 준비한 밥을 다섯 등분으로 나누어 속재료를 한가지씩 묻혀서 갖가지 모양을 만든다.","다시마, 청주, 소금, 식초, 설탕, 간장, 물엿, 후춧가루, 깨소금, 참기름, 고춧가루"
제육보쌈,http://www.lampcook.com/food/food_fusion_view.php?idx_no=487,"배추(1/2포기), 무명실(약간), 깨소금(약간), 미나리(15g), 갓(20g), 실파(5뿌리), 된장(2큰술), 생강(1쪽), 고춧가루(1/2큰술), 다진파(1큰술), 다진마늘(1작은술), 참기름(약간), 고춧가루(3큰술), 젓국(2큰술)",1. 돼지고기는 목살로 덩어리째 준비해 실로 돌려가며 묶는다. 2. 냄비에 물을 붓고 된장을 푼 다음 저민 생강을 넣어 끓이다가 돼지고기를 넣어 무르도록 푹 삶는다. 3. 다 삶아지면 실을 풀고 꼬치로 찔러보아 피가 묻어나지 않으면 된다. 4. 고기를 베보자기나 거즈로 싼 다음 꾹꾹 눌러준다. 5. 고기가 식으면 먹기좋게 0.3cm 두께로 납작하게 저며 썬다. 6. 굴은 묽은 소금물에 살살 흔들어 씻은 다음 티를 골라내고 깨끗한 물에 헹궈 체에 밭친다.,"배추, 무명실, 깨소금, 미나리, 갓, 실파, 된장, 생강, 고춧가루, 다진파, 다진마늘, 참기름, 고춧가루, 젓국"
불고기,http://www.lampcook.com/food/food_fusion_view.php?idx_no=431,"깨소금(1큰술), 진간장(4큰술), 배즙(4큰술), 설탕(2큰술), 다진파(3큰술), 다진마늘(1큰술), 후춧가루(약간), 참기름(1큰술)",1. 쇠고기는 연한 부위로 준비해 0.5cm 두께로 도톰하게 저며 앞 뒤로 잔칼집을 넣는다. 2. 진간장에 배즙을 넣고 나머지 양념 재료를 모두 합해 양념장을 만든다. 3. 고기를 굽기 30분전에 ②의 양념장을 고루 묻혀 간이 배게 한다. 4. 뜨겁게 달군 석쇠에 올려 앞뒤로 익힌다.,"깨소금, 진간장, 배즙, 설탕, 다진파, 다진마늘, 후춧가루, 참기름"
곰탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=457,"대파(2뿌리), 마늘(8쪽), 국수(100g), 국간장(4큰술), 소금(약간), 후추(약간), 다진파(1큰술), 다진마늘(1큰술), 진간장(4큰술), 참기름(약간)","1. 양은 속껍질이 나오도록 말끔히 벗겨 흐르는 물에 헹군 뒤 큰 그릇에 담아 소금으로 벅벅 문질러 씻은 후 다시 헹궈낸다. 2. 무는 큼직하게 토막 낸다. 대파 1/2뿌리는 송송 썰고 남은 1/2뿌리는 길고 큼직하게 썰어 놓는다. 마늘은 통째로 준비한다. 3. 손질한 양을 냄비에 넣고 물을 충분히 부은 후 길게 썬 파와 통마늘을 넣고 뚜껑을 연채 푹 익도록 끓인다. 20분쯤 끓어 양이 익으면 양지머리를 넣고 덩어리째 한참 끓인다. 4. 양과 양지머리가 익으면 토막 낸 무를 넣어 무가 속까지 익을 때까지 푹 끓인다. 5. 익은 고기와 무를 건진다. 무와 양지머리는 납작하게 썰고, 양은 어슷하게 썬다. 6. 분량의 양념 재료로 양념을 만든다. 그릇에 양과 양지머리를 함께 넣고 양념한다. 무는 부서지기 쉬우므로 따로 양념한다.","대파, 마늘, 국수, 국간장, 소금, 후추, 다진파, 다진마늘, 진간장, 참기름"
삼색수제비,http://www.lampcook.com/food/food_fusion_view.php?idx_no=274,"김(2장), 감자(1개), 호박(100g), 양파(1/2개), 대파(1/2뿌리), 멸치(30g), 다시마(1장), 다진마늘(1큰술), 소금(약간), 진간장(약간), 청정원맛선생(약간)","1. 밀가루에 물과 소금을 넣고 시금치즙, 당근즙, 각각 넣어 잘 치대어 삼색으로 반죽한다. 2. 호박은 납작하게 반달썰기하고, 감자는 껍질을 벗겨 먹기 좋은 크기로 썬다. 대파는 어슷하게 썰고, 양파는 굵직하게 반달썰기 한다. 3. 멸치와 다시마를 넣고 끓이다가 국물이 어느정도 우러나면 맑게 걸러낸다. 4. 맛국물에 감자, 호박, 양파를 넣고 끓이다가 반죽을 손으로 얇게 떠서 넣고 팔팔 끓인다. 한소끔 끓으면 청정원 맛선생과 국간장, 다진 마늘, 대파를 넣어 간을 맞춘다.","김, 감자, 호박, 양파, 대파, 멸치, 다시마, 다진마늘, 소금, 진간장, 청정원맛선생"
재첩국,http://www.lampcook.com/food/food_fusion_view.php?idx_no=511,"부추(20g), 물(4컵), 소금(약간)",1. 재첩은 맹물에 한나절 담가 해감시킨 뒤 깨끗이 문질러 씻어 소쿠리에 건져 놓는다. 2. 냄비에 물 4컵을 붓고 재첩을 넣어 입이 벌어지도록 끓인다. 3. 국물이 끓으면 4cm 길이로 부추를 썰어 넣고 소금으로 간을 하여 잠깐 더 끓인 후 내린다.,"부추, 물, 소금"
연근조림,http://www.lampcook.com/food/food_fusion_view.php?idx_no=445,"식용유(2큰술), 통깨(1작은술), 진간장(3큰술), 설탕(1큰술), 청주(1큰술), 물(5큰술)","1. 연근은 씻어 위 아래는 잘라내고 껍질을 두껍게 벗겨내 5cm 두께로 통썰기한다. 2. 그릇에 진간장, 설탕, 청주와 물 5큰술을 넣고 잘 섞어 조림장을 만든다. 3. 프라이팬에 기름을 두르고 연근을 살짝 볶는다. 4. 볶은 연근에 조림장을 붓고 뚜껑을 덮어 약한 불에서 은근하게 조려낸다. 5. 연근이 윤기나게 조려지면 불에서 내리고 통깨를 뿌려 마무리한다.","식용유, 통깨, 진간장, 설탕, 청주, 물"
열무김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=475,"실파(50g), 청고추(3개), 홍고추(13개), 물(18컵), 밀가루(2큰술), 소금(1/2컵), 마늘(10쪽), 생강(1쪽)","1. 열무와 무는 흐르는 물에 깨끗이 씻어 다듬어 4~5cm 길이로 썬다. 큰 그릇에 열무와 풋배추를 섞이지 않게 넣고 소금을 뿌려 1시간 정도 절인다. 2. 실파는 4cm 길이로 썰고 청고추는 어슷썰고 씨를 대충 털어낸다. 3. 냄비에 10컵의 물을 붓고 밀가루 2큰술을 넣어 중불에서 풀을 쑤어 식혀 놓는다. 4. 홍고추는 물에 불려 반으로 가르거나 어슷썰어 씨를 털어내고 분마기에 조금씩 넣어 방망이로 곱게 갈아 놓는다. 5. 식힌 밀가루풀에 분량의 물을 붓고 곱게 간 홍고추, 다진 마늘, 생강, 청고추를 넣는다. 6. 국물을 준비한 뒤 싱거우면 소금으로 간한다.","실파, 청고추, 홍고추, 물, 밀가루, 소금, 마늘, 생강"
오징어불고기,http://www.lampcook.com/food/food_fusion_view.php?idx_no=492,"고추장(2큰술), 다진파(2큰술), 다진마늘(1큰술), 물엿(1큰술), 생강즙(1/2큰술), 참기름(1/2큰술), 간장(1큰술), 설탕(1큰술), 고춧가루(1/2큰술), 깨소금(1작은술)",1. 오징어는 내장을 빼고 껍질을 벗겨 한장으로 편 뒤 가로 세로 사선으로 칼집을 낸다. 2. 분량의 재료를 모두 섞어 넓은 그릇에 담고 손질한 오징어를 버무려 15분간 재워둔다. 3. 팬에 기름을 두르고 고추장양념장에 재운 오징어를 놓고 센불에서 뒤집으면서 굽는다. 4. 구운 오징어를 둥글게 말아 한 입에 먹을 수 있도록 1cm 정도로 보기좋게 썬다. 5. 상에 낼때는 몸통모양으로 돌려 담아 먹음직스럽게 모양을 낸다.,"고추장, 다진파, 다진마늘, 물엿, 생강즙, 참기름, 간장, 설탕, 고춧가루, 깨소금"
동래파전,http://www.lampcook.com/food/food_fusion_view.php?idx_no=151,"계란(2개), 쇠고기(100g), 굴(50g), 홍합(100g), 조갯살(100g), 잔새우(100g), 다진마늘(1큰술), 식용유(약간), 다진파(1큰술), 소금(약간), 후춧가루(약간), 깨소금(약간), 참기름(약간), 고춧가루(약간), 식초(약간), 설탕(약간)","1. 쌀은 충분히 불려 가루로 빻는다.(분말기나 믹서에 갈아도 된다) 2. 실파는 깨끗이 다듬어 잎 부분을 잘라 낸다. 3. 쇠고기는 잘게 썰어 놓고 마늘은 다진다. 4. 굴은 소금물에 흔들어 씻어 물기를 뺀다. 5. 홍합과 조갯살은 내장을 빼내어 깨끗이 씻는다. 6. 쇠고기에 다진 마늘, 소금, 후춧가루, 깨소금, 참기름으로 양념한다.","계란, 쇠고기, 굴, 홍합, 조갯살, 잔새우, 다진마늘, 식용유, 다진파, 소금, 후춧가루, 깨소금, 참기름, 고춧가루, 식초, 설탕"
나박김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=473,"무(1개), 대파(2뿌리), 물(20컵), 생강(1/2쪽), 마늘(5쪽), 소금(1컵), 고춧가루(1/2컵)","1. 무는 나박썰기하고 배추는 속대만 골라 무와 같은 크기로 썰고 따로 소금에 절인다. 30분 정도 절인 뒤 한 번 뒤집어 준다. 2. 미나리는 씻어 3cm 길이로 자르고 홍고추는 반으로 갈라 씨를 털고 채썬다. 3. 굵은 파, 생강, 마늘도 곱게 채썬다. 4. 큰 그릇에 물 20컵을 붓고 고춧가루 1/3컵을 거즈에 싸서 물에 담가 흔들어 고춧가루 물을 만든 뒤 소금간을 한다. 5. 절여진 배추와 무에 채썬 파, 마늘, 생강, 홍고추, 미나리를 섞어 고루 버무린다. 6. 잘 버무려진 나박김치를 항아리에 먼저 담고 삼삼하게 간을 한 김칫국을 부어 숙성시킨다.","무, 대파, 물, 생강, 마늘, 소금, 고춧가루"
부추김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=452,"홍고추(3개), 다진마늘(3큰술), 생강(1/2쪽), 멸치젓(1/2컵), 고춧가루(1/2컵), 설탕(1큰술), 소금(약간)","1. 부추는 잎이 짧고 통통한 것으로 골라 가지런히 다듬어 흐르는 물에 씻은 후, 물기를 빼고 반으로 자른다. 2. 멸치젓에 1/2컵의 물을 부어 끓인 후 고운체에 걸러 맑은 젓국을 만든다. 3. 마늘과 생강은 곱게 다지고 홍고추는 가늘게 채썬다. 4. 부추를 그릇에 펴 담고, 멸치젓을 고루 뿌려 절인다. 5. 부추가 절여지면 멸치젓국을 따라내고, 고춧가루와 마늘, 생강, 홍고추, 설탕을 섞어 양념을 만들어 부추를 버무린다. 6. 부족한 간은 소금으로 한 후 완성한다.","홍고추, 다진마늘, 생강, 멸치젓, 고춧가루, 설탕, 소금"
고등어튀김케첩조림,http://www.lampcook.com/food/food_fusion_view.php?idx_no=123,"피망(1/2쪽), 양파(1/2개), 실파(3쪽), 녹말(1큰술), 생강(1큰술), 토마토케찹(4큰술), 육수(1/2컵), 설탕(11/2큰술), 간장(1/2큰술), 마늘(1쪽)","1. 고등어는 싱싱한것을 골라서 머리를 자르고 내장을 빼낸다음 포를 뜬후 살만 먹기 좋은 크기로 썰어둔다. 2. 양파, 홍/청피망은 채를 썬다. 3. 마늘은 곱게 다지고, 실파는 5cm 길이로 준비한다. 4. 먹기 좋은 크기로 썰어둔 고등어에 맛술, 후추가루, 생강즙을 넣어 밑간하여 비린맛을 없앤다.(10분정도) 5. 4번 고등어에 녹말가루를 묻힌 후 털어낸후 넉넉하게 달군 기름에 바삭하게 지져낸다. 6. 팬에 식용유를 두르고 양파, 피망을 볶다가 육수1/2컵, 케첩4큰술, 간장1/2큰술, 설탕11/2큰술을 넣어 나무주걱으로 잘 저어준다.","피망, 양파, 실파, 녹말, 생강, 토마토케찹, 육수, 설탕, 간장, 마늘"
시금치배미음죽,http://www.lampcook.com/food/food_fusion_view.php?idx_no=37,,"1. 불린 멥쌀과 찹쌀은 체에 건저 물기를 빼고, 쌀알 크기가 반만하게 믹서에 간다. 2. 시금치는 잎만 깨끗이 씻어 끓는 물에 데쳐, 찬물에 헹궈 물기를 꼭 짜고 곱게 다진다.(약 2-3잎) 3. 배는 껍질을 벗기고 속과 씨를 도려낸 뒤, 강판에 곱게 간다. 4. 냄비에 쌀가루와 쇠고기 육수를 넣고 센 불에서 저어가며 끓인다. 5. 미음이 한소끔 끓으면 불을 약하게 줄이고, ②와 ③의 재료를 넣고 쌀알이 완전히 퍼질 때까지 끓인다.",
꽁치구이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=196,"소금(3큰술), 와사비(약간), 레몬(1/8조각), 간장(1큰술)","1. 꽁치는 머리, 꼬리를 자르지 말고 배를 갈라 내장을 제거한다. 2. 물에 한번 씻은 꽁치를 소금에 절여둔다. 3. 소금에 절여둔 꽁치에 칼집을 준다. 4. 예열시킨 그릴에 호일을 깔고 꽁치를 타지 않게 굽는다. 5. 간장, 갠와사비, 레몬을 곁들인 양념장을 만든다.","소금, 와사비, 레몬, 간장"
오징어젓갈,http://www.lampcook.com/food/food_fusion_view.php?idx_no=195,"소금(3큰술), 고춧가루(2큰술), 다진마늘(1/2큰술), 다진생강(1/4큰술), 다진파(1큰술)","1. 오징어는 껍질이 검고 투명한 것으로 골라 소금물에 깨끗이 씻은 뒤 흐르는 물에 헹구어 물기를 뺀다. 2. 오징어의 몸통과 다리를 잘라 소금 4큰술을 뿌려 8시간 정도 삭힌다. 3. 삭힌 오징어는 0.5cm 두께로 썬다. 4. 소금 1/2큰술, 다진 파 1큰술, 다진 마늘 1/2큰술, 다진 생강 1/4큰술, 고춧가루 2큰술을 섞어 양념장을 만든다. 5. 준비한 양념장에 오징어채를 넣어 버무린 다음 항아리에 담아 서늘한 곳에서 일주일 정도 삭힌다.","소금, 고춧가루, 다진마늘, 다진생강, 다진파"
생태국,http://www.lampcook.com/food/food_fusion_view.php?idx_no=515,"미나리(50g), 콩나물(50g), 무(1/4개), 홍고추(1개), 쌀뜨물(10컵), 마늘(2쪽), 소금(약간), 후춧가루(약간)","1. 생태는 씻어 내장을 빼고 비늘을 긁은 뒤 다시 씻어 5cm 길이로 토막내어 소금을 살짝 뿌려둔다. 2. 콩나물은 뿌리를 떼고 무는 0.5cm 두께로 얄팍하게 나박썬다. 붉은 고추는 어슷썰어 씨를 털고 미나리는 줄기만 4cm 길이로 썬다. 3. 마지막에 씻은 쌀뜨물을 받아 냄비에 붓고 센불에서 끓이다가 손질한 생태를 넣는다. 4. 국물이 끓어 생태가 익으면 무와 콩나물을 넣고 뚜껑을 덮은채 한소끔 끓인다. 5. 거의 끓었을 때 붉은 고추와 다진 마늘, 미나리를 넣고 소금과 후춧가루로 간 한 뒤 더 끓이다가 미나리가 살짝 숨이 죽으면 불에서 내린다.","미나리, 콩나물, 무, 홍고추, 쌀뜨물, 마늘, 소금, 후춧가루"
된장,http://www.lampcook.com/food/food_fusion_view.php?idx_no=97,소금(1kg),"1. 간장을 떠내고 남은 메주를 으깨어 소금 1Kg을 넣고 간을 한다. 2. 씻어 말려둔 항아리 바닥에 소금을 약간 뿌린 다음 으깨어놓은 메주를 눌러 담고 위가 하얗게 덮이도록 웃소금을  골고루 뿌린다. 3. 얇은 헝겊으로 밀봉하여 낮에는 뚜껑을 열어 햇볕을 쪼이고, 밤에는 뚜껑을 닫아서 한 달 정도 두면 숙성하여 맛이 든다.",소금
시금치들깨수제비,http://www.lampcook.com/food/food_fusion_view.php?idx_no=29,"육수용 무(1토막), 국물용 다시마(5*5cm 3조각), 국물용멸치(15마리), 육수용 대파(1/2개), 육수용 물(6컵)",1. 손질한 시금치를 씻어 물 반 컵과 함께 믹서기에 넣고 곱게 갈아준다. 2. 곱게 갈린 시금치를 밀가루와 찹쌀가루 위로 조금씩 부으며 반죽한다. 3. 완성된 반죽을 비닐로 싸서 냉장고에 넣어 숙성시킨다. 4. 수제비 반죽을 숙성 시키는 동안 육수를 만들어 준다. 냄비에 물 과 육수용 재료를 넣고 10여분 끓인다. 5. 끓는 육수 물에 숙성된 수제비 반죽을 넓게 펴 조금씩 떼어내 넣어 한번 끓여준다. 6. 마지막으로 들깨 가루를 넣어 10분간 끓이면서 소금으로 간을 해 준다.,"육수용 무, 국물용 다시마, 국물용멸치, 육수용 대파, 육수용 물"
백김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=450,"무(2개), 밤(10개), 배(3개), 대추(10개), 대파(2뿌리), 미나리(1/2단), 다진마늘(4큰술), 석이버섯(약간), 실고추(5g), 잣(2큰술), 소금(3컵), 물(12컵), 말린표고버섯(2개), 통생강(1개), 소금(6큰술), 물(30컵)","1. 배추는 2~4등분하여 소금물에 절인 후 물로 헹구어 물기를 뺀다. 2. 무는 다듬어 0.3cm 굵기로 채썬다. 밤과 배는 손질하여 가늘게 채썰고 대추는 잘 닦아 씨를 뺀 후 채썬다. 3. 표고버섯은 물에 불린 후 기둥을 떼고 채썬다. 생강은 손질하여 채썰고 미나리는 3cm로 자르고 대파는 흰 부분만 3cm 길이로 잘라 채썬다. 4. 무, 밤, 미나리, 대파와 다진 마늘, 생강을 섞고 실고추를 넣어 버무린 후 대추, 표고버섯, 잣, 채썬 석이버섯을 넣고 소금으로 간한다. 5. 절인 배추에 준비한 소를 배춧잎 사이 사이에 넣고 겉에 있는 큰 잎으로 흐트러지지 않게 잘 싸서 항아리에 눌러 담는다. 6. 껍질을 벗긴 배 2개를 강판에 갈아 즙을 낸 뒤 소금물과 함께 섞어 항아리에 붓는다.","무, 밤, 배, 대추, 대파, 미나리, 다진마늘, 석이버섯, 실고추, 잣, 소금, 물, 말린표고버섯, 통생강, 소금, 물"
쇠고기완자찜,http://www.lampcook.com/food/food_fusion_view.php?idx_no=363,"무(200g), 당근(200g), 밤(10톨), 소금(1/2작은술), 후춧가루(1/4작은술), 깨소금(1/4작은술), 참기름(1/2작은술), 물(3컵), 간장(3큰술), 설탕(1과1/2큰술), 다진파(1큰술), 다진마늘(1/2큰술), 깨소금(1/2큰술), 참기름(1작은술)","1. 두부는 물기를 짠 후 곱게 으깨어 다진쇠고기와 섞는다. 2. ①에 소금, 후춧가루, 깨소금, 참기름을 넣어 양념한다. 3. ②를 치대어 직경 3㎝ 크기의 완자를 빚는다. 4. 밤은 껍질을 까서 물에 담가놓고 무, 당근은 밤 크기로 썰어 끓는 물에 데친다. 5. 분량의 재료를 섞어 양념장을 만든다. 6. 냄비에 양념장을 넣어 끓어오르면 완자를 넣는다.","무, 당근, 밤, 소금, 후춧가루, 깨소금, 참기름, 물, 간장, 설탕, 다진파, 다진마늘, 깨소금, 참기름"
버섯잡채,http://www.lampcook.com/food/food_fusion_view.php?idx_no=68,"식용유(2큰술), 청피망(1/2개), 홍피망(1/2개), 간장(1큰술), 설탕(1/2작은술), 다진마늘(1/2작은술), 참기름(1/2작은술), 소금(약간), 후춧가루(약간)","1. 쇠고기를 잘게 채썰고, 청피망, 홍피망도 채썰어 준비한다. 2. 채썬 쇠고기에 분량의 재료로 양념을 재운다. 3. 느타리버섯은 먹기 좋게 찢어 두고 표고버섯은 채썰어 준비하고, 팽이버섯은 밑둥을 잘라 흐르는 물에 씻는다. 4. 팬에 식용유를 넣고 쇠고기를 볶는다. 5. 볶은 쇠고기에 ③의 느타리버섯, 표고버섯, 팽이버섯을 넣고 볶는다. 6. ⑤의 재료에 ①의 채썬 청피망, 홍피망을 넣고 마지막에 소금과 후춧가루를 뿌려 완성한다.","식용유, 청피망, 홍피망, 간장, 설탕, 다진마늘, 참기름, 소금, 후춧가루"
더덕구이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=438,"물(2큰술), 깨소금(1작은술), 간장(1큰술), 참기름(1작은술), 고추장(2큰술), 설탕(1큰술), 고춧가루(1/2큰술), 다진파(1큰술), 다진마늘(1작은술), 설탕(1큰술)",1. 더덕은 껍질을 벗긴 뒤 적당한 길이로 쪼개어 밀대나 칼등으로 두드린다. 2. 다듬은 더덕은 물에 담가 아린맛을 뺀 후 건져서 물기를 닦아내고 참기름과 간장을 넣어 주무른다. 3. 고추장 2큰술에 양념재료를 모두 넣고 고루 섞어 놓는다. 4. 달군 석쇠에 ②의 더덕을 가지런히 올리고 타지 않게 살짝 구워낸다. 5. 양념장을 발라 다시 한번 구워낸다.,"물, 깨소금, 간장, 참기름, 고추장, 설탕, 고춧가루, 다진파, 다진마늘, 설탕"
잔치국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=246,"[멸치장국] 국멸치(5마리), 호박(25g), 당근(25g), 계란(1개), 소금(약간), 후춧가루(약간), 국간장(2큰술), 깨소금(약간), 간장(1/2작은술), 설탕(1/2작은술), 참기름(1/2작은술), 간장(4큰술), 고춧가루(2큰술), 다진파(1큰술), 참기름(1작은술)","1. 찬물에 멸치를 넣고 끓여 멸칫국물을 우려내고 국간장이나 소금으로 간을 해 멸치장국을 만들어준다. 2. 쇠고기는 불고기양념을 해서 재워 두었다가 팬에 국물없이 볶아낸다. 3. 호박, 당근도 채썰어 소금 간을 해서 볶아주고 계란은 지단을 부쳐 채썬다. 4. 분량의 양념재료를 섞어 매콤한 양념장을 만들어준다. 5. 소면은 물에 삶아 건져서 찬물에 헹군 다음 1인분씩 사리지어 놓는다. 6. 국수대접에 사리지은 소면을 담고 멸치장국을 부어 준비한 고명을 골고루 얹고 양념장을 곁들여 낸다.","국멸치, 호박, 당근, 계란, 소금, 후춧가루, 국간장, 깨소금, 간장, 설탕, 참기름, 간장, 고춧가루, 다진파, 참기름"
부추부침개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=226,"계란(2개), 물(1컵), 식용유(적당량)","1. 부추는 깨끗이 다듬은 후 잘 씻어 3~4cm 길이로 썰어둔다. 2. 청고추는 반을 갈라 씨를 뺀 후 어슷하게 썰어 둔다. 3. 오징어는 내장을 빼고 껍질을 벗겨낸 후 4cm 길이로 썬다. 4. 오목한 볼에 밀가루, 찹쌀가루, 계란, 물을 넣어 반죽해 둔다. 5. 준비한 밀가루 반죽에 부추, 청고추, 오징어를 섞는다. 6. 기름 두른 팬에 반죽을 한 국자씩 떠 넣고 노릇하게 지진다.","계란, 물, 식용유"
