English Name,Korean Name,Link,Ingredients with Quantity,Ingredients without Quantity,Making Steps
Spicy grilled squid,¿ÀÂ¡¾îÅë±¸ÀÌ,https://www.maangchi.com/recipe/ojingeo-tonggui,"1 large squid (about 1¨ö pounds), 2 cloves garlic cloves, minced, ¨ö  teaspoon mincedginger, 3 tablespoonshot pepper paste (gochujang), 3 tablespoonsrice syruporcorn syrup, 1 teaspoon mustard, 1 teaspoonsoy sauce, 1-2 teaspoonstoasted sesame oil, 1 teaspoontoasted sesame seeds, 2 green onions, chopped, salt for cleaning the squid, vegetable oil","corn syrup, garlic, ginger, gochujang, green onion, mustard, rice syrup, sesame seeds, soy sauce, squid, toasted sesame oil, vegetable oil,","First youll need to separate the head  tentacles from the body. Push something blunt like the handle of a spoon into the body above the innards to disconnect them. Be firm but careful not to burst the innards or break open the sac of ink, although you shouldnt be worried if some leaks out. Once youve pried the innards free of the body pull them out. Gently scrape out any remaining innards and be sure to remove the backbone, which looks like a piece of clear plastic. When youre done the squid body should be totally hollow. Cut off the innards from the head  tentacles. Then split open the head with a Y-shaped cut, spreading it open to gain access to the eyes and beak. remove them. Scrub some salt into the tentacles to remove any dirt and grit from the suckers. Rinse them in cold running water until they are no longer slippery. To remove the skin from the body, get a bit of salt on your fingers for a grip, grasp an edge of the skin, and pull off as much as you can. Keep salting your fingers as needed, and pull off any remaining bits of skin. Place the clean squid and tentacles on the cutting board. Put wooden chopsticks on each side of the squid body to act as a guard while you slice the top part of the squid. The chopsticks should stop your knife from going all the way through and will keep the other side intact. Score the tentacles and fins, too. Combine garlic, ginger, hot pepper paste, rice syrup, mustard, and soy sauce in a bowl. Mix it well until its creamy and soft. Heat up a grill pan over medium high heat and add a few drops of vegetable oil. Swirl to coat evenly. Add the squid and tentacles to the pan with the cut part up. Cook for 1 minute until the bottom looks firm and opaque. Turn them over and cook for another minute, straightening out the body with your tongs if it curls. Add some sauce on top of the squid and cook about 2 minutes. Turn it over and spread the sauce all over the squid. Cook 1 minute until the sauce evaporates and the squid turns red and shiny. Remove from the heat and transfer to a large plate lined with green vegetables like arugula or lettuce. Sprinkle some chopped green onions over top. Drizzle some toasted sesame oil over top too, and add some sesame seeds. Cut the squid body into rings with scissors and cut the tentacles into bite size pieces right before serving. Serve hot"
Army Base Stew,ºÎ´ëÂî°³,https://www.maangchi.com/recipe/budae-jjigae,"2 driedshiitake mushrooms, 8 largedried anchovies, heads and guts removed, in a soup strainer or tightly wrapped in a cheesecloth, Dried kelp(a 5 x 6 inch sheet), 8 cups water, 1 teaspoonkosher salt","baked beans, cabbage, dried anchovies, dried kelp, garlic, gochujang, green onion, hot pepper flakes, kimchi, kosher salt, onion, Polish sausage, pork, pork belly, pork shoulder, radish sprouts, ramyeon, shiitake mushrooms, sliced rice cake, soy sauce, Spam, spinach, sugar, sweet potato starch noodles, tofu, water, watercress,","Combine the water, anchovies, mushrooms, and kelp in a large pot. Cover and cook for 25 minutes over medium high heat. Add the pork and cook for another 10 minutes. Remove the pot from the heat. Take out the anchovies, kelp and mushrooms. Slice the mushrooms into bite size pieces. Strain the mixture of the stock and the pork into a large bowl. Put the pork into a small bowl. You will get about 6 cups of stock. Stir in the salt until dissolved. Combine the seasoning paste ingredients  garlic, hot pepper paste, hot pepper flakes, soy sauce, sugar, and water in a bowl. Mix well. Put the cabbage, onion, green onion, pork, and the mushrooms, on the bottom of the pot. Add the kimchi, and the seasoning paste over top. Add the spam, sausage, rice cake, tofu, baked beans, and cheese. Add the ramyeon and the sweet potato starch noodles. Put radish sprouts on top and add 3 cups of stock. Cook over medium high heat. Korean style is to cook at the table with a portable burner. Friends and family will be sitting around the pot, talking and laughing, and maybe drinking. You can take a bit of cooked sausage or the meat with your chopsticks as you wait for the broth to boil and the noodles to soften. If you dont have a tabletop burner, you can cook it on the stove away from the table. When it starts boiling about 10 minutes later, stir and turn the ingredients over with tongs to cook evenly. Serve right after the noodles and ramyeon have softened. Transfer some cooked stew to individual bowls and serve. Add more stock as the broth boils down."
Spicy whelks with noodles,°ñ¹ðÀÌ¹«Ä§,https://www.maangchi.com/recipe/golbaengi-muchim,"1 can ofgolbaengi (whelks), 1large green onion(dae-pa, or 4 to 5 regular green onions), cut into inch long pieces, then sliced thinly lengthwise, about 1 ounce onion ¨ù cup, sliced, 2 garlic cloves, minced, ¨ö teaspoon peeled ginger, minced, ¨ù cupgochu-garu (Korean hot pepper flakes), ¨ù cup vinegar, ¨ù cupgochujang (Korean hot pepper paste), 2 to 3 tablespoonsrice syrup(or honey, sugar), ¨ö teaspoonkosher salt, 1 teaspoonsoy sauce, 1 to 2 tablespoonstoasted sesame oil, 1 tablespoontoasted sesame seeds, 6 ouncessomyeon (thin wheat noodles), 1 cup worth peeledKorean pear(or any sweet and crispy pear), cut into matchsticks, 1green chili pepper, sliced, seedless cucumbers (about 1¨ö cups), sliced into bite-sized pieces","canned whelks, carrot, cucumber, english cucumber, gochu-garu, gochujang, green chili pepper, green onion, honey, Korean pear, kosher salt, large green onion, onion, rice syrup, somyeon, soy sauce, toasted sesame oil, toasted sesame seeds, vinegar,","Combine green onion and onion in a bowl. Soak in cold water for 10-30 minutes to reduce the spiciness. Rinse the green onion and onion under cold water until its curly and crisp. Drain well. Combine garlic, ginger, gochu-garu, gochujang, vinegar, rice syrup, salt, and soy sauce in a large bowl. Mix well and set aside. Open the can of golbaengi and drain well, reserving ¨÷ cup of the brine. Cut golbaengi into bite-sized pieces. Set aside. Bring a medium pot of water to a boil over medium high heat and add the noodles. Stir gently with a wooden spoon to prevent them from sticking to each other. The noodles will float to the surface in 2 minutes. Stir them gently with a wooden spoon and cook for another minute. Remove from the heat and strain the noodles in a colander. Rinse them in cold running water, rubbing them with your hands to remove the starch. Drain well. Divide the noodles into 4 roughly equal portions. Roll each portion into a nice ball and place them together on a large plate. Add the golbaengi, cucumber, green chili pepper, sliced onion and green onion to the seasoning sauce in the large bowl. Keep some shredded green onion behind to use as a garnish later. Add the sesame oil and mix well. Pour everything over top of the noodles on the plate. Add the pear over top and then the shredded green onion on top of the pear. Sprinkle the sesame seeds over top and serve right away. Everyone should get their own plate. Add some of the noodles, sauce, and golbaengi to their plates, toss with chopsticks, and enjoy"
Seasoned dried shredded squid,¿ÀÂ¡¾îÃ¤¹«Ä§,https://www.maangchi.com/recipe/ojingeochae-muchim,,"corn syrup, dried shredded squid, garlic, gochujang, olive oil, rice syrup, sesame seeds, toasted sesame oil,","Cut 1 pound of dried shredded squid into bite sized pieces and set aside. Make seasoning sauce by mixing ¨ö cuphot pepper paste, 4 cloves minced garlic, ¨÷ cup olive oil or vegetable oil,mulyeot either rice syrup or corn syrup ¨÷ cup, 2 tbstoasted sesame oilin a large bowl with a wooden spoon until it becomes a shiny red sauce. Put the squid strips into the seasoning sauce and mix it with a spoon. Transfer it in an air-tight container and keep in the refrigerator"
Chayote kimchi,Â÷ÀÌ¿ÀÆ¼ ±èÄ¡,https://www.maangchi.com/recipe/chayote-kimchi,"3 pounds deseeded chayotes (4 large chayotes), 2 tablespoonskosher salt, 4 garlic cloves, 1 teaspoon peeledginger, ¨÷ cup worth onion, ¨ù cupfish sauce(orsoy sauce), 4 green onions, sliced diagonally, ¨ö cupgochugaru(Korean hot pepper flakes)","chayote, fish sauce, garlic, ginger, green onion, hot pepper flakes, kosher salt, onion, soy sauce,","Cut a chayote in half lengthwise and remove the inner seed. Slice each half into ¨ö inch thick pieces lengthwise and then cut each piece crosswise into roughly ¨ö inch cubes. Transfer the cubes to a large bowl. Repeat with the rest of chayotes. Add 2 tablespoons kosher salt and mix well. Let sit for 30 minutes, turning it over every 10 minutes to salt evenly. Pour out the excess brine to a blender. Add garlic, ginger, onion, and fish sauce or soy sauce. Blend 1 minute until soft and creamy. Add the mixture to the chayote chunks. Add gochu-garu Korean hot pepper flakes, green onion, and mix all together by hand. You can wear a disposable glove if desired. Transfer it to a jar or an airtight container. Press down the top of the kimchi and cover. You can serve it right away with rice. If you like to ferment your kimchi faster, you can keep it outside the fridge. Usually it will take a few days to ferment at room temperature, but if you live in a warm country it may only take 1 day because of the higher temperatures. When the kimchi is fermented, it tastes sour. Be sure to store it in the fridge and enjoy it until it runs out."
Fermented pollock roe,¸í¶õÁ£,https://www.maangchi.com/recipe/myeongnanjeot,"1 pound frozen or freshpollock roe(If frozen, thaw it out in the fridge), 2 tablespoons plus 1 teaspoonkosher salt, 7 or 8 tablespoonsgochugaru (Korean hot pepper flakes), 3 tablespoonsmirim, 4 garlic cloves, minced, 1 teaspoon peeledginger, minced","garlic, ginger, hot pepper flakes, kosher salt, mirim, pollock roe,","Combine 4 cups of cold water and 1 tablespoon kosher salt in a bowl. Stir well until the salt is dissolved. Add the pollock roe and gently wash it by hand. Put the clean roe into a strainer. Gently rinse and drain the roe a few more times until its very clean. Drain and put them on a kitchen towel or paper towels and pat dry. Remove any stringy stuff from the roe and discard. If any of the roe sacks are too big, gently split them into smaller pieces with your hands. Combine 1 tablespoon plus 1 teaspoon kosher salt, mirim, garlic, and ginger in a bowl and mix well with a spoon. Add the roe and gently mix to coat it evenly. Transfer to a small earthenware jar or a glass jar. This amount should fit nicely into a 2¨ö cup jar. Add 2 to 3 tablespoons hot pepper flakes to the top of the seasoned roe. Spread them evenly and gently press them down with a spoon. This will prevent the roe from being exposed to the air and keep it from spoiling. Cover and refrigerate for 3 weeks to ferment. Take 2 to 3 sacks of roe out of the jar, place them on your cutting board and slice them a few times. Put them on a small bowl or plate. Sprinkle with chopped green onion, toasted sesame oil, and sesame seeds. Serve with rice, soup, and more side dishes."
Kimchi stew with tuna,ÂüÄ¡±èÄ¡Âî°³,https://www.maangchi.com/recipe/chamchi-kimchi-jjigae,"1 or 2 cans of tuna, 1 pound fermentedkimchi, cut into 2 inch long pieces, ¨ù cup kimchi brine, optional, 1 medium onion (about 1 cup), sliced, 2 green onion, one cut diagonally into pieces and one chopped up into small pieces, 1 teaspoonkosher salt, 2 teaspoonsKorean hot pepper flakes, 2 teaspoons Turbinado sugar (or white or brown sugar), 2 teaspoonstoasted sesame oil, 8 ouncestofu(about 1 cup), sliced into bite size pieces","canned tuna, fermented kimchi, green onion, hot pepper flakes, kimchi brine, kosher salt, onion, toasted sesame oil, tofu, Turbinado sugar,","Place the kimchi in a shallow, heavy pot or pan. Add kimchi brine, onion, green onion, kosher salt, hot pepper flakes, sugar, and toasted sesame oil. Add 2¨ö cups water and cover. Cook for 25 minutes over medium high heat. If it boils over, crack the lid a little and if the water boils out, add more so that the kimchi and all the ingredients are always submerged. Stir the stew with a wooden spoon and add tuna and tofu. Continue to cook for another 5 minutes until the tofu turns soft. Sprinkle with the chopped green onion and serve right away with rice and more side dishes if you desire."
Extra-strong fermented soybean paste stew,Ã»±¹ÀåÂî°³,https://www.maangchi.com/recipe/cheonggukjang-jjigae,"1 ball ofcheongukjang(1 cup, or 6¨ö ounces: 185 grams), 1 small zucchini cut into ¨ö inch dices (about 1 cup), ¨ö medium size onion, cut into chunks, 2 garlic cloves, minced, 7 largedried anchovies, guts and heads removed, 1 cup (about 8 ounces)kimchi, chopped, 2 tablespoons kimchi brine, optional, 1 teaspoonfish sauce(or salt), 1 smalldaepa(or 3 to 4 green onions), sliced diagonally, 8 ouncestofu, sliced into ¨ù inch thick","cheongukjang, dried anchovies, fish sauce, garlic, green onion, kimchi, kimchi brine, large green onion, onion, tofu, zucchini,","Place zucchini, onion, and garlic in a shallow pot. Put the anchovies into a soup pouch or soup strainer and add them, too. Add kimchi and kimchi brine if used and 4¨ö cups water. Cover and cook for 20 minutes over medium high heat. If it boils over, crack the lid. Add fish sauce or salt and stir well with a spoon. Add the cheonggukjang and break it up with a spoon in the stew. Add tofu and sliced daepa. Keep some daepa behind to use as a garnish later. Cook for another 5 to 10 minutes until the tofu is soft and the broth is a little thick. Remove the anchovy pouch. Garnish with the last of the daepa and serve right away with rice."
Spicy stuffed green chili pepper kimchi,°íÃß¼Ò¹ÚÀÌ,https://www.maangchi.com/recipe/gochu-sobagi,"1 pound of 5-6 inch longgreen chili peppers(about 17 or 18 peppers), 2 tablespoons plus ¨ö teaspoonkosher salt, 8 ouncesKorean radish, cut into matchsticks (about 2 cups), 2 ouncesAsian chives (buchu)chopped, 1 small carrot, cut into thin matchsticks, 1 small onion, sliced thinly (about 1 cup), 2 garlic cloves, minced, ¨ö cupKorean hot pepper flakes (gochugaru), 2 tablespoonsfish sauce(or 3 tablespoonssoy sauce), 1 tablespoon sugar, 1 tablespoontoasted sesame seeds",,"Throw a pepper onto the cutting board and let it sit naturally. Cut a slit into the top of the pepper as it lays. Repeat with the rest of the peppers so that when the peppers are finished, they stack nicely and sit on your plate with the slit and stuffing facing upwards. Rinse the peppers and strain. Put the 2 tablespoons salt in a small bowl. Rub and sprinkle some salt onto the peppers, into the slits and around the outside. Put them in a bowl and let sit for 30 minutes, then strain any excess water. Mix the radish matchsticks with ¨ö teaspoon kosher salt in a bowl. Let it sit for 10 to 20 minutes until water comes out of the radish. Add hot pepper flakes, fish sauce, carrot, onion, and chives and mix it well by hand or a wooden spoon. Stuff generous amounts of the seasoning paste into each pepper pocket. Put them in an airtight container and sprinkle sesame seeds over top. Store in the fridge, and take some peppers out when you want them, like you would other kinds of kimchi. Serve as a side dish for rice."
Green chili pepper pickles,°íÃßÀå¾ÆÂî,https://www.maangchi.com/recipe/gochu-jangajji,"1 poundgreen chili peppers, washed and dried, 3¨ö cups water, ¨ö cupsoy sauce, ¨ù cupkosher salt, ¨ù cup white vinegar, 3 tablespoons turbinado sugar","green chili pepper, kosher salt, soy sauce, sugar, vinegar, water,","Cut the stems the peppers, leaving a ¨ö inch on the top, Make a hole with a toothpick or fork on each pepper, just under the stem. These holes will allow the brine to seep into the pepper. Put the peppers into a glass jar that can hold at least 8 cups. Combine the water, soy sauce, kosher salt, vinegar, and the sugar in a pot. Stir to dissolve the sugar. Cover and bring to a boil over medium high heat. When the brine boils and bubblesvigorouslyon the surface, pour it into the jar of green chili peppers. Keep the peppers submerged in the brine by weighing them down with your bag of pebbles or anything else handy. Cover and let it sit at room temperature for 24 hours. 24 hours later open the jar, take out the pebbles, and pour the brine out of the jar into a pot. Boil the brine vigorously for about 15 minutes. Remove from the heat and let cool thoroughly. If you want it to cool faster, place the pot into a bath of ice water but be sure not to splash cold water into the brine. Pour the cool brine back into the jar. Cover and refrigerate for 1 week or more before eating."
Korean spicy dipping sauce,½ÓÀå,https://www.maangchi.com/recipe/ssamjang,"¨ù cupdoenjang(fermented soybean paste), 1 tbsgochujang(hot pepper paste), 1 stalk of minced green onion, 1 clove of minced garlic, ¨ù cup chopped onion, 2 ts honey, 2 ts toastedtoasted sesame seeds, 2 tstoasted sesame oil","doenjang, garlic, gochujang, green onion, honey, onion, sesame seeds, toasted sesame oil,","Use a spoon to mix all the ingredients in a large bowl. Transfer it to a small bowl, and serve with rice and lettuce, or with meat BBQ."
Hot pepper paste,°íÃßÀå,https://www.maangchi.com/recipe/gochujang,"2 pounds ofbarley malt powder (yeotgirem), water, 10 cups ofsweet rice flour, 8 cups ofrice syrup, 4 cups (1¨ö pounds) offermented soybean powder (mejugaru), 16 cups (1.6 kg) ofhot pepper powder, 4 cups ofkosher salt","barley malt powder, fermented soybean powder, hot pepper powder, kosher salt, rice syrup, sweet rice flour, water,","Mix 8 liters 32 cups of water and 2 pounds of barley malt powder yeotgireum in a large basin, Strain the mixture and put it in a large heavy bottomed pot. Heat it up on the stove for about 20 minutes until its warm. Dip your finger in to test it it should be warm, not hot. Remove it from the heat and add sweet rice flour. Mix well with a wooden spoon. Let it sit for 2 hours. The liquid on the surface will look a lot clearer, and it will taste a little sweet. Bring to a boil for about 2 hours over medium high heat, until it reduces by ¨ù-¨÷ about 28-30 cups.tip Stir occasionally with a wooden spoon so it doesnt burn to the bottom of the pot. Add the rice syrup and mix well. Remove from the heat and wait until it completely cools down. Addmejugaruand mix well. Then add  hot pepper powder and mix well. Lastly add salt, and stir until there are no lumps in the paste. Transfer it to an earthenware pot or glass jar and cover with mesh or cheesecloth before closing the lid. It will take about 2-3 months to properly ferment. During that time its best to open the lid and let it sit in the sunlight during the daytime, and close it at night."
Cubed radish kimchi,±ïµÎ±â,https://www.maangchi.com/recipe/kkakdugi,"4 poundsKorean radish(ordaikon), 2 tbs kosher salt, 2 tbs sugar, ¨ù cupfish sauce, ¨ø cupKorean hot pepper flakes (gochugaru), 4 stalks of green onions, chopped, 2 tbs minced garlic (about 5 or 6 cloves garlic), 1 ts mincedginger","daikon radish, fish sauce, garlic, ginger, green onion, hot pepper flakes, Korean radish, kosher salt, sugar,","Peel Korean radish, rinse in cold water and pat dry. Cut it into ¨ú to 1 inch cubes. Put into a large bowl. Add kosher salt and sugar, and mix well.tip If you like your kkakdugi sweeter, add 1 or more extra tbs of sugar. Set aside for 30 minutes. Drain the juice from the radish into a small bowl. Add minced garlic, minced ginger, green onions, fish sauce, hot pepper flakes, and ¨÷ cup of the juice from the radish.tip The amount of hot pepper flakes you use depends on your taste use ¨ù cup hot pepper flakes for a mild version. For a vegetarian version, replace fish sauce with soy sauce. Mix it up well until the seasonings coat the radish cubes evenly, and the radish looks juicy. Put the kkakdugi into a glass jar and press down on the top of it to remove any air from between the radish cubes. You can eat it right away, and then store it in the refrigerator. Or you can let it ferment by keeping it outside of the refrigerator for a few days. When it starts fermenting, little bubbles may appear on top of the kkakdugi and itll smell strong  sour. Then put it in the refrigerator."
Fermented squid side dish,¿ÀÂ¡¾îÁ£,https://www.maangchi.com/recipe/ojingeojeot,"1 pound cleaned squid (See the video for how to clean squid), 3 tablespoonsKosher salt","corn syrup, fish sauce, garlic, ginger, green chili pepper, green onion, hot pepper flakes, kosher salt, red chili pepper, rice syrup, squid, toasted sesame oil, toasted sesame seeds,","In a bowl, mix the squid and the salt, then put it into a glass jar or an airtight container. Cover and refrigerate. Let it ferment for 1 month. Mix it up every week or two by turning the jar upside down, so the salty water mixes with the squid. Put it back into the fridge right side up.1 month old fermented squid on the left, fresh salted squid on the right, After 1 month take the squid out of the jar and rinse it in cold running water to remove any excess salt. Drain and dry it out with paper towels. Peel the skin off. It can be slippery so I usually use paper towels to get a grip. Cut into strips, chop the squid into small pieces, and then gently pound with your knife to soften it. Set aside. Combine hot pepper flakes, rice syrup, fish sauce, green onion, garlic, ginger, and green chili pepper in a large bowl. Mix well with a spoon. Add the chopped squid to the bowl of seasoning paste. Mix well and add sesame seeds and sesame oil. Mix all together with a spoon and transfer to a glass jar or an airtight container. Keep it in the refrigerator and serve just a little as a side dish, until it runs out."
Tuna gimbap,ÂüÄ¡±è¹ä,https://www.maangchi.com/recipe/chamchi-gimbap,"4 cups freshly madewhite fluffy rice, ¨ù teaspoonkosher salt, 1 teaspoon white or apple vinegar","avocado, canned tuna, crabmeat, garlic, gim, ground black pepper, kim, rice, sesame seeds, soy sauce, sugar, toasted sesame oil, yellow pickled radish,","Put the freshly made steamy rice into a large bowl. Add salt and vinegar and gently fold it in with a rice scoop or a wooden spoon. Set aside and let the rice cool down. Heat a small pan over medium high heat. Add the tuna, garlic, 1 teaspoon sesame oil, soy sauce, and ground black pepper. Stir the mixture for about 2 minutes with a wooden spoon until the tuna turns a little flaky. Remove from the heat. Stir in the honey or sugar if you use. Set aside. Heat the vegetable oil in a large skillet over medium heat. Swirl the skillet around so the oil evenly coats it. Add the crab sticks, white side down. Cook for about 1 minute until the bottoms turn soft and light brown. Turn them over with a spatula and cook for another 30 seconds. Remove from the heat and transfer to a large platter. Put the 4 strips of danmuji on the platter, next to the crab sticks. Cut the avocado in half lengthwise and remove the seed. Slice it lengthwise while its still in its shell. Scoop the slices out with a large spoon and transfer them to the platter. Squeeze the lemon over the avocado to prevent it from going brown. Divide the rice into 4 portions. Place a sheet of gim on agimbala bamboo mat for making gimbap, with the shiny side down. Evenly spread 1 portion of rice over the gim, leaving a 1-inch margin uncovered along the top edge. Divide the tuna mixture into 4 portions. Spread one portion across the middle of the rice, in a strip lengthwise. Add a strip of danmuji, some avocado, and a crab stick. Use both hands to pick up the bottom edge of the mat. Use it to roll the gim up and over the fillings so the rice surrounds them. Squeeze the mat gently and then continue rolling the gim in the mat, squeezing the mat regularly to get a tight roll. Unroll the mat and remove the roll from the mat. Set the roll aside, with the seam down. Repeat with the remaining ingredients to make 3 more rolls. Gently brush the rest of the 2 teaspoons sesame oil over the rolls by hand or with a basting brush. Sprinkle the sesame seeds over top. Cut each roll into ¨÷ to ¨ö-inch slices with a sharp knife. For easier slicing, wipe your knife with a wet paper towel or kitchen cloth as you go."
"Quick, fresh kimchi",¹èÃß°ÑÀýÀÌ,https://www.maangchi.com/recipe/baechu-geotjeori,"1 poundnapa cabbage (baechu)leaves, core removed, 1 tablespoonkosher salt, 3 tablespoonsfermented salty anchovies (myeolchi-jeot)with their liquid, 1 cup water, 2 teaspoonsglutinous rice flour(or rice flour, or all purpose flour), 1¨ö teaspoons sugar, ¨÷ cupKorean hot pepper flakes (gochugaru), 1 tablespoonfish sauce, 3 garlic cloves, ¨ö teaspoon ginger, ¨ù cup onion, 2 green onions, sliced diagonally, ¨ö cupAsian chives (buchu), cut into 1 inch long, ¨ù cup carrot matchsticks, 1 tablespoontoasted sesame seeds","Asian chives, carrot, fermented salted anchovies, fish sauce, garlic, ginger, glutinous rice flour, green onion, hot pepper flakes, kosher salt, napa cabbage, onion, sugar, sweet rice flour,","Cut cabbage leaves lengthwise once or twice into strips about 1 inch wide. Cut each strip diagonally once or twice and put them into a large bowl. Add ¨ö cup water and sprinkle the salt over top. Toss the cabbage well with your hands to spread the salt evenly on the leaves. Salt for 30 minutes, tossing every 10 minutes. In a small saucepan add fermented salty anchovies, ¨ö cup water, and glutinous rice flour. Stir the mixture with a wooden spoon. Heat it over medium heat, stirring occasionally for about 4 to 5 minutes until all the fish is melted. Strain the mixture to a large bowl. Discard the fish bones in the strainer. Let the mixture cool down. Add hot pepper flakes and sugar. Mix it well with a wooden spoon. Add garlic, ginger, and onion to a food processor and grind it all for 1 minute until smooth. Add it to the hot pepper mixture and stir well. Add green onion, chives, and carrot and stir well. Rinse the cabbage in cold water, changing the water a couple of times until the cabbage is very clean. Drain the cabbage well and add it to the kimchi paste. Wear your kitchen gloves and mix everything well. Sprinkle the sesame seeds, and transfer to a plate and serve right away as a side dish for rice,kalguksu knife-cut noodle soup, orporridge."
Fluffy white bread,»§,https://www.maangchi.com/recipe/ppang,"¨ù cup unsalted butter, 1¨ö cup cold milk (whole or skim milk), ¨ù cup sugar, 1 package of instant oractive dry yeast(2¨ù teaspoons), 1¨ö teaspoons kosher salt, 2 eggs, 4 cups all purpose wheat flour (or bread flour) plus for more for dusting (here¡¯s the brand I like to use)","all-purpose wheat flour, dry yeast, eggs, kosher salt, milk, sugar, unsalted butter,","Melt the butter in a large pot over medium heat. Remove from the heat and add the milk and sugar. Stir well until the sugar has dissolved. Add the yeast and let stand for 5 to 10 minutes until everything is foamy. Add the salt and the eggs. Mix well with a whisk, until the mixture is smooth and even. Add the flour and mix with a wooden spoon until the dough comes together. Knead the dough by hand for about 4 to 5 minutes until smooth and elastic. Cover and let it rise for 2 hours at room temperature until double in size. Transfer the dough to a floured work surface and divide into 2 equal pieces. Knead each piece to remove air bubbles and shape into a ball. Flatten one of the dough balls with your hands or with a rolling pin into roughly a 7 x 6 rectangle. Roll it up to a log and place into a greased loaf pan.I use my 2 non-stick 8¨ö x 4¨ö x 2¨ú loaf pans, which dont need grease. Do the same thing with the other dough ball. Allow the dough to rise for 1 hour, or until it rises 1 inch above the top of the loaf pans. Preheat the oven to 350 F. Bake the bread for about 25 to 30 minutes on the middle rack until light brown. Remove from the heat and enjoy, Store the bread in a plastic bags or airtight containers in the fridge up to 1 week, or freeze up to a month."
Cinnamon rolls,½Ã³ª¸ó·Ñ»§,https://www.maangchi.com/recipe/cinnamon-rolls,"¨ö cup plus 1 tablespoon unsalted butter, melted, 1 cup milk, ¨ù cup white sugar, ¨ù cup plus ¨÷ cup brown sugar, 1 tablespoon cinnamon powder, 3 tablespoons rice or corn syrup, 1 package dried active yeast (2¨ù teaspoons), ¨ö teaspoon plus pinch ofkosher salt, 2 eggs, 2 teaspoons vanilla extract, 3 cups plus ¨ù cup all purpose flour, 1 cup cleaned and toasted walnuts (see below for how to clean and toast walnuts), 2 to 3 ounces raisins, optional","brown sugar, cinnamon powder, corn syrup, dry yeast, eggs, flour, kosher salt, milk, raisins, rice syrup, unsalted butter, vanilla extract, walnuts, white sugar,","Put the walnuts in a bowl and fill it up with cold water. Gently rub them in the water with your hands. Rinse and drain a couple of times until the water is clear, then drain well. Dry them well with paper towels or kitchen towel. Put them on a microwave-safe plate in a thin, even layer. Microwave on high heat for 3 minutes. You can also toast them on apan, stirring with a wooden spoon as needed, for 4 to 5 minutes until light golden brown and crunchy. Heat a large heavy pot over medium heat. Add ¨ù cup butter and stir with a wooden spoon until melted. Remove from the heat. Add the milk and ¨ù cup white sugar. Stir well. Add the dry yeast and let it sit for 5 to 10 minutes until the yeast is frothy. Stir in the eggs, kosher salt, and vanilla extract. Add 3 cups flour and mix it with a wooden spoon for about 1 minute until smooth. The dough should be sticky. Cover and let the dough rise for 1 hour at room temperature until it doubles in size. Deflate the dough by hand and knead it until smooth and soft. Cover and let it rise another 30 minutes. Combine ¨ù cup brown sugar, cinnamon powder, cleaned walnuts, raisins, and a pinch of salt in a bowl. Mix well. Combine ¨÷ cup brown sugar, ¨÷ cup water, and 3 tablespoons rice syrup in a pan. Cook for about 3 minutes over medium heat until the bubbles come up vigorously. Reduce the heat to low and simmer another 3 minutes until it turns a little sticky and shiny. Let cool. Deflate the dough and knead it until its nice and smooth. Use the remaining ¨ù cup flour to dust your dough, cutting board, and your hand. Transfer the dough to the dusted board. Dust your hands with a little bit of flour and spread the dough into a flat rectangle about 13 x 8 inches. Brush the ¨ù cup melted butter all over the dough. Evenly spread the dried filling over top. Grab the bottom edge of the dough and gently roll it up, to make a log. Cut the roll into 9 equal sized pieces. Put the syrup into your baking pan. Swirl it around so it evenly coats the bottom of the pan. I used my 8 x 8 inch square non-stick baking pan. Transfer each section of roll to the baking pan, laying them down in the syrup on their sides. Cover and let it rise for 1 hour. Preheat oven to 350 F 175 C and bake for 25 to 30 minutes until light golden brown. Remove from the oven and brush the last tablespoon of butter over top, to make them shiny. Let the rolls cool for 5 minutes. You can serve them this way, or upside-down, by flipping the pan over a plate and removing it so the sticky syrup is on top of the rolls. Break apart the rolls one by one, add to a serving plate and serve."
