English Name,Korean Name,Link,Ingredients with Quantity,Ingredients without Quantity,Making Steps
Braised octopus,��������,https://www.maangchi.com/recipe/muneo-jorim,"Muneo-jorim, Potato & soy sauce side dish? Gamja-jorim ��������, Seasoned dried radish strips? Mumallaengi-muchim �������̹�ħ, Little zucchini pancakes ? Hobak-jeon ȣ���� (recipe below), Stirfried dried anchovies? Myeolchi-bokkeum ��ġ����, Simple cucumber salad ? sliced cucumbers mixed with vinegar and a bit of sugar andkosher salt, Braised radish ? Mu-jorim ? I��ll post the full recipe someday, but if you��re eager to see how it��s made you can check out mybraised mackerel with radishrecipe, Rice","garlic, hot pepper flakes, octopus, rice syrup, soy sauce, sugar, vegetable oil,","Heat up a pan over medium heat with the cooking oil., Stir-fry the garlic for 30 seconds., Add water, soy sauce, and hot pepper flakes. Stir it well., Add rice syrup and stir for a few minutes until it turns a little sticky and shiny., Add the octopus and let it sizzle for 7-8 minutes over low heat, stirring occasionally, until the seasoning liquid is almost evaporated., Sprinkle the zucchini slices with �� teaspoon kosher salt and mix well. Let it sit for for 5 minutes., Drain any moisture and coat each slice with starch or all purpose flour., Dip the slices in the beaten egg and put on a hot pan, Gently pan fry the slices, but be careful not to burn them or brown them too much. Flip them often and cook over medium heat for 2 -3 minutes., When both sides of the pancake turn light golden brown, transfer it to a plate. Serve as a side dish."
Crunchy squid threads,��¡���ä����,https://www.maangchi.com/recipe/ojingeo-silchae-bokkeum,"�� pound (226 grams)dried squid threads (ojingeo-silchae), cut into bite size pieces, 2 cloves minced garlic, 2 tablespoons vegetable oil, 1 tablespoon soy sauce, 2 tablespoons white or brown sugar, 1 tablespoon sesame seeds","brown sugar, dried squid threads, garlic, soy sauce, toasted sesame seeds, vegetable oil, white sugar,","Heat up a large pan over medium heat. Add the vegetable oil and garlic and stir fry until fragrant., Add the squid threads and mix and stir with a wooden spoon and a pair of tongs for a few minutes, until the squid turns a little crunchy and shiny all over., Add the soy sauce and sugar and keep mixing and stirring until the sugar is melted and the squid turns a little curly., Remove from the heat and sprinkle with the sesame seeds., Serve as a side dish for rice or with beer. You can keep it in the fridge for up to 1 month."
Mung bean pancakes,��붱,https://www.maangchi.com/recipe/bindaetteok,"1 cupdried skinned mung beans, �� cupsweet rice (glutinous rice: chapssal in Korean), 2 tablespoonssoy sauce, 1 tablespoon vinegar, 4 ounces ground pork, 4 ounces (about �� cup) well-fermented napa cabbage kimchi, chopped, 4 ounces (about 1 cup)fresh or soaked and drained fernbrake (gosari), 6 ounces (about 2�� cups)mung bean sprouts), washed and drained, 1 large egg, 4 green onions chopped, 2 garlic cloves, minced, 2 teaspoonskosher salt, �� teaspoon ground black pepper, 2 teaspoonstoasted sesame oil, Silgochu (shredded dried hot pepper)for garnish, optional, vegetable oil","eggs, fernbrake, garlic, ground black pepper, ground pork, kimchi, kosher salt, mung bean sprouts, mung beans, onion, shredded red pepper, soy sauce, sweet rice, toasted sesame oil, vegetable oil, vinegar,","Combine the skinned mung beans and sweet rice in a large bowl, rinse and drain in cold water a couple of times. Cover with water, and soak overnight (8 hours). Drain. You should have about 2�� cups of beans and rice., Combine the soy sauce and vinegar in a small bowl to make the dipping sauce. Set aside., Combine the bean and rice mixture and �� cup water in the workbowl of a food processor and grind until it��s creamy (1 to 2 minutes). Transfer to a large bowl., Add kimchi, green onion, garlic, gosari, mung bean sprouts, pork, egg, kosher salt, ground black pepper, and toasted sesame oil. Mix well., Heat a skillet over medium high heat. Add 1 to 2 tablespoons vegetable oil and swirl it around to coat the bottom of the pan., Add about 1 cup of batter. Spread with the back of a spoon to make a nice 6-inch round pancake. Cook until the bottom turns light golden brown and crunchy, 2 to 3 minutes., Turn it over and cook until the second side turns light golden brown, another 2 minutes. Turn it over once more and cook another 2 minutes on the first side. Add more vegetable oil to the pan if needed., Transfer the pancake to a large plate. Garnish withsilgochu(if used). Repeat with the remaining batter., Serve immediately with the dipping sauce on the side."
Pork wraps,����,https://www.maangchi.com/recipe/bo-ssam,"1 poundnapa cabbageleaves, washed and drained, �� cup sugar, �� cup white vinegar, 1 tablespoonkosher salt, 3/4 cup water","brown sugar, daikon radish, doenjang, fermented salted shrimp, fish sauce, frozen oysters, garlic, ginger, hot pepper flakes, instant hazelnut-flavored coffee, Korean radish, kosher salt, napa cabbage, onion, oysters, pork, pork belly, sugar, toasted sesame seeds, vinegar, water,","Combine sugar, vinegar, kosher salt, and water in a large bowl. Mix well until it turns into a clear pickle brine., Add the cabbage and mix well by hand., Let it sit for 15 minutes, then mix well and turn it over so the leaves pickle evenly. Repeat this every 10 to 15 minutes for 1 to 2 hours until the cabbage gets soft and withered., Squeeze out the excess water and refrigerate until ready to serve., Add the pork, onion, ginger, garlic, soy bean paste, brown sugar, hazelnut coffee powder, and the water to a large pot. Cover and cook for 1 hour over medium high heat., When it boils vigorously, turn the pork over with a wooden spoon or tongs., After 1 hour of boiling, turn down the heat to low and cook for another 15 minutes., Take out the cooked pork and let it cool down until ready to serve., Cut the radish into matchsticks and put them into a bowl. Mix with the salt and let it sit for 10 minutes., Squeeze out the excess water and put it back into a bowl., Take the oysters out of the fridge and wash and drain., Create a seasoning mixture by combining hot pepper flakes, fish sauce, sugar, garlic, and green onion in a bowl. Mix well with a wooden spoon., Add the seasoning mixture to the radish and mix well by hand. Add the oysters and mix it gently. Add the sesame seeds., Combine the fermented salted shrimp, sugar, hot pepper flakes, green onion, garlic, and water in a small bowl. Mix it well with a spoon. Sprinkle with sesame seeds., Slice the pork into 1/8 inch thick pieces. Put them on a large platter., Add the cabbage, spicy oyster radish salad, and shrimp sauce side by side nicely. Sprinkle with some sesame seeds and serve., Koreans often serve with Korean booze: soju, makgeolli, or even beer in a pinch. Children should have Coke. ; ), Put a leaf of pickled cabbage on your palm (or on a small plate if it��s easier)., Add a piece of pork to the leaf, as well as some oyster radish salad, and a tiny amount of shrimp sauce. You should make it small enough so that it will fit into your mouth all at once., Wrap the leaf into a small pouch and eat it whole., Go back to step 1, and modify the amount of each ingredient, as you like, or not."
Spicy grilled squid,��¡���뱸��,https://www.maangchi.com/recipe/ojingeo-tonggui,"1 large squid (about 1�� pounds), 2 cloves garlic cloves, minced, ��  teaspoon mincedginger, 3 tablespoonshot pepper paste (gochujang), 3 tablespoonsrice syruporcorn syrup, 1 teaspoon mustard, 1 teaspoonsoy sauce, 1-2 teaspoonstoasted sesame oil, 1 teaspoontoasted sesame seeds, 2 green onions, chopped, salt for cleaning the squid, vegetable oil","corn syrup, garlic, ginger, gochujang, green onion, mustard, rice syrup, sesame seeds, soy sauce, squid, toasted sesame oil, vegetable oil,","First you��ll need to separate the head & tentacles from the body. Push something blunt like the handle of a spoon into the body above the innards to disconnect them. Be firm but careful not to burst the innards or break open the sac of ink, although you shouldn��t be worried if some leaks out. Once you��ve pried the innards free of the body pull them out. Gently scrape out any remaining innards and be sure to remove the backbone, which looks like a piece of clear plastic. When you��re done the squid body should be totally hollow., Cut off the innards from the head & tentacles. Then split open the head with a Y-shaped cut, spreading it open to gain access to the eyes and beak. remove them., Scrub some salt into the tentacles to remove any dirt and grit from the suckers. Rinse them in cold running water until they are no longer slippery., To remove the skin from the body, get a bit of salt on your fingers for a grip, grasp an edge of the skin, and pull off as much as you can. Keep salting your fingers as needed, and pull off any remaining bits of skin., Place the clean squid and tentacles on the cutting board. Put wooden chopsticks on each side of the squid body to act as a guard while you slice the top part of the squid. The chopsticks should stop your knife from going all the way through and will keep the other side intact., Score the tentacles and fins, too., Combine garlic, ginger, hot pepper paste, rice syrup, mustard, and soy sauce in a bowl. Mix it well until it��s creamy and soft., Heat up a grill pan over medium high heat and add a few drops of vegetable oil. Swirl to coat evenly., Add the squid and tentacles to the pan with the cut part up. Cook for 1 minute until the bottom looks firm and opaque., Turn them over and cook for another minute, straightening out the body with your tongs if it curls. Add some sauce on top of the squid and cook about 2 minutes., Turn it over and spread the sauce all over the squid. Cook 1 minute until the sauce evaporates and the squid turns red and shiny., Remove from the heat and transfer to a large plate lined with green vegetables like arugula or lettuce., Sprinkle some chopped green onions over top. Drizzle some toasted sesame oil over top too, and add some sesame seeds., Cut the squid body into rings with scissors and cut the tentacles into bite size pieces right before serving. Serve hot!"
Army Base Stew,�δ��,https://www.maangchi.com/recipe/budae-jjigae,"2 driedshiitake mushrooms, 8 largedried anchovies, heads and guts removed, in a soup strainer or tightly wrapped in a cheesecloth, Dried kelp(a 5 x 6 inch sheet), 8 cups water, 1 teaspoonkosher salt","baked beans, cabbage, dried anchovies, dried kelp, garlic, gochujang, green onion, hot pepper flakes, kimchi, kosher salt, onion, Polish sausage, pork, pork belly, pork shoulder, radish sprouts, ramyeon, shiitake mushrooms, sliced rice cake, soy sauce, Spam, spinach, sugar, sweet potato starch noodles, tofu, water, watercress,","Combine the water, anchovies, mushrooms, and kelp in a large pot. Cover and cook for 25 minutes over medium high heat. Add the pork and cook for another 10 minutes., Remove the pot from the heat. Take out the anchovies, kelp and mushrooms. Slice the mushrooms into bite size pieces., Strain the mixture of the stock and the pork into a large bowl. Put the pork into a small bowl. You will get about 6 cups of stock. Stir in the salt until dissolved., Combine the seasoning paste ingredients ? garlic, hot pepper paste, hot pepper flakes, soy sauce, sugar, and water in a bowl. Mix well., Put the cabbage, onion, green onion, pork, and the mushrooms, on the bottom of the pot., Add the kimchi, and the seasoning paste over top., Add the spam, sausage, rice cake, tofu, baked beans, and cheese., Add the ramyeon and the sweet potato starch noodles., Put radish sprouts on top and add 3 cups of stock., Cook over medium high heat. Korean style is to cook at the table with a portable burner. Friends and family will be sitting around the pot, talking and laughing, and maybe drinking. You can take a bit of cooked sausage or the meat with your chopsticks as you wait for the broth to boil and the noodles to soften. If you don��t have a tabletop burner, you can cook it on the stove away from the table., When it starts boiling about 10 minutes later, stir and turn the ingredients over with tongs to cook evenly., Serve right after the noodles and ramyeon have softened. Transfer some cooked stew to individual bowls and serve. Add more stock as the broth boils down."
Spicy whelks with noodles,����̹�ħ,https://www.maangchi.com/recipe/golbaengi-muchim,"1 can ofgolbaengi (whelks), 1large green onion(dae-pa, or 4 to 5 regular green onions), cut into inch long pieces, then sliced thinly lengthwise, about 1 ounce onion �� cup, sliced, 2 garlic cloves, minced, �� teaspoon peeled ginger, minced, �� cupgochu-garu (Korean hot pepper flakes), �� cup vinegar, �� cupgochujang (Korean hot pepper paste), 2 to 3 tablespoonsrice syrup(or honey, sugar), �� teaspoonkosher salt, 1 teaspoonsoy sauce, 1 to 2 tablespoonstoasted sesame oil, 1 tablespoontoasted sesame seeds, 6 ouncessomyeon (thin wheat noodles), 1 cup worth peeledKorean pear(or any sweet and crispy pear), cut into matchsticks, 1green chili pepper, sliced, seedless cucumbers (about 1�� cups), sliced into bite-sized pieces","canned whelks, carrot, cucumber, english cucumber, gochu-garu, gochujang, green chili pepper, green onion, honey, Korean pear, kosher salt, large green onion, onion, rice syrup, somyeon, soy sauce, toasted sesame oil, toasted sesame seeds, vinegar,","Combine green onion and onion in a bowl. Soak in cold water for 10-30 minutes to reduce the spiciness., Rinse the green onion and onion under cold water until it��s curly and crisp. Drain well., Combine garlic, ginger, gochu-garu, gochujang, vinegar, rice syrup, salt, and soy sauce in a large bowl. Mix well and set aside., Open the can of golbaengi and drain well, reserving �� cup of the brine., Cut golbaengi into bite-sized pieces. Set aside., Bring a medium pot of water to a boil over medium high heat and add the noodles. Stir gently with a wooden spoon to prevent them from sticking to each other., The noodles will float to the surface in 2 minutes. Stir them gently with a wooden spoon and cook for another minute., Remove from the heat and strain the noodles in a colander. Rinse them in cold running water, rubbing them with your hands to remove the starch. Drain well., Divide the noodles into 4 roughly equal portions. Roll each portion into a nice ball and place them together on a large plate., Add the golbaengi, cucumber, green chili pepper, sliced onion and green onion to the seasoning sauce in the large bowl. Keep some shredded green onion behind to use as a garnish later. Add the sesame oil and mix well., Pour everything over top of the noodles on the plate., Add the pear over top and then the shredded green onion on top of the pear. Sprinkle the sesame seeds over top and serve right away., Everyone should get their own plate. Add some of the noodles, sauce, and golbaengi to their plates, toss with chopsticks, and enjoy!"
Seasoned dried shredded squid,��¡��ä��ħ,https://www.maangchi.com/recipe/ojingeochae-muchim,,"corn syrup, dried shredded squid, garlic, gochujang, olive oil, rice syrup, sesame seeds, toasted sesame oil,","Cut 1 pound of dried shredded squid into bite sized pieces and set aside., Make seasoning sauce by mixing �� cuphot pepper paste, 4 cloves minced garlic, �� cup olive oil (or vegetable oil),mulyeot (either rice syrup or corn syrup) �� cup, 2 tbstoasted sesame oilin a large bowl with a wooden spoon until it becomes a shiny red sauce., Put the squid strips into the seasoning sauce and mix it with a spoon., Transfer it in an air-tight container and keep in the refrigerator"
Green onion kimchi,�ı�ġ,https://www.maangchi.com/recipe/pa-kimchi,"3 pounds green onions, roots trimmed, 1 cupfish sauce, �� cupglutinous rice flour(aka ��sweet rice flour��), 2 tablespoons white or brown sugar, 1�� cupgochugaru (Korean hot pepper flakes)","fish sauce, glutinous rice flour, green onion, hot pepper flakes, sugar,","The green onion roots you chop off are good for making stock. You can add them to your anchovy kelp stock or vegetable stock., When you finish eating, you may have some leftover kimchi paste. You can add it to your kimchi bokkeumbap, kimchi stew, kimchi soup, or kimchi pancake to enhance the flavor., If you are vegetarian, substitutesoup soy saucefor fish sauce., Cut off the roots of green onions.  Remove any tough outer layers of green onions and discard. Cut them into halves crosswise. Wash the green onions in a couple changes of cold water. Drain and put them in a large bowl., Mix with the fish sauce with both hands., Let stand for 1 hour, turning over every 20 minutes to salt evenly., Meanwhile, combine the glutinous rice flour and 3 cups water in a saucepan. Mix it well. Place over medium high heat and stir until the mixture begins to bubble, 4 to 5 minutes., Add the sugar and stir for another minute, until the paste looks slightly translucent., Remove from the heat and let cool thoroughly., Transfer the salted green onions to a large bowl by hand and reserve the mixture of fish sauce., Scrape the cooled porridge into the bowl with the fish sauce mixture. Add the hot pepper flakes and mix well with a wooden spoon. Let it sit for 30 minutes until the hot pepper flakes are soaked in the mixture and the paste thickens a little., Add the green onions and gently toss and mix together by hand (wear disposable gloves if you like)., Transfer to an airtight container or a glass jar. Press down on the kimchi so it��s well packed and no air can get inside, then put the lid on the container., You can serve the kimchi right away or let it ferment. It takes about 2 weeks to ferment in the refrigerator. For faster fermenting, leave it at room temperature for 5 to 7 days, depending on the warmth of your kitchen, until the kimchi tastes and smells sour. Once the kimchi is fermented, store it the refrigerator and enjoy it until it runs out. It goes well with fresh, warm rice!"
Quick-fermenting radish water kimchi,��ġ��,https://www.maangchi.com/recipe/quick-dongchimi,"2 pounds peeled radish (white radish orKorean radish), sliced thinly into discs, 3 tablespoonskosher salt","apple, daikon radish, flour, garlic, ginger, green chili pepper, hot pepper flakes, Korean radish, kosher salt, onion, water,","Combine the radish and 3 tablespoons salt in a large bowl. Mix well and add to 1 gallon glass jar or plastic container. Let it sit for at least 2 hours to salt., Bring 14 cups of water to a boil over medium high heat in a large pot., Put the apple, onion, and flour (if used) in a food processor and process to a puree. Transfer the puree to the pot of boiling water. Cover and cook for 20 minutes. Remove from the heat and cool it down thoroughly., Line a large strainer with a cotton sheet or double-folded cheese cloth. Place the strainer over a large bowl and pour the apple mixture into the cloth-lined strainer. Bring the edges of the cloth together, and twist them to create a package with the remaining pulp and liquid. Squeeze it tightly to force out the rest of the liquid through it, as much as you can., Discard the pulp left in the cloth. Add 3 tablespoons of salt and stir with a wooden spoon, Tie the green chili pepper, garlic, ginger, and hot pepper flakes in a pouch made of double folded cheesecloth (or in a broth pouch)., Pour the broth into the jar with salted radish., Immerse the seasoning pouch into the broth and squeeze it until the broth turns orange and the garlic, ginger, green chili pepper are infused into the broth. Leave it in the jar and put the lid on., Let it sit at room temperature for 2 or 3 days until it��s fermented. The fermentation time depends on your room temperature?the warmer your kitchen, the faster it will ferment. When the kimchi is fermented, it smells and tastes sour. Refrigerate it and  serve cold., Serve as a side dish for rice. To serve, take out some radish disks, cut them into bite size pieces or matchsticks, and transfer to a bowl. Add some broth and serve."
Chayote kimchi,���̿�Ƽ ��ġ,https://www.maangchi.com/recipe/chayote-kimchi,"3 pounds deseeded chayotes (4 large chayotes), 2 tablespoonskosher salt, 4 garlic cloves, 1 teaspoon peeledginger, �� cup worth onion, �� cupfish sauce(orsoy sauce), 4 green onions, sliced diagonally, �� cupgochugaru(Korean hot pepper flakes)","chayote, fish sauce, garlic, ginger, green onion, hot pepper flakes, kosher salt, onion, soy sauce,","Cut a chayote in half lengthwise and remove the inner seed. Slice each half into �� inch thick pieces lengthwise and then cut each piece crosswise into roughly �� inch cubes. Transfer the cubes to a large bowl. Repeat with the rest of chayotes., Add 2 tablespoons kosher salt and mix well. Let sit for 30 minutes, turning it over every 10 minutes to salt evenly., Pour out the excess brine to a blender. Add garlic, ginger, onion, and fish sauce (or soy sauce). Blend 1 minute until soft and creamy., Add the mixture to the chayote chunks. Add gochu-garu (Korean hot pepper flakes), green onion, and mix all together by hand. You can wear a disposable glove if desired. Transfer it to a jar or an airtight container. Press down the top of the kimchi and cover., You can serve it right away with rice. If you like to ferment your kimchi faster, you can keep it outside the fridge. Usually it will take a few days to ferment at room temperature, but if you live in a warm country it may only take 1 day because of the higher temperatures. When the kimchi is fermented, it tastes sour. Be sure to store it in the fridge and enjoy it until it runs out."
Vegetarian kimchi,ä�ı�ġ,https://www.maangchi.com/recipe/chaesik-kimchi,"3 poundsnapa cabbage, 9 tablespoonskosher salt, 2 tablespoonschapssalgaru (glutinous rice flour, aka sweet rice flour), 1�� cupvegetable stock, 1 tablespoon plus 1 teaspoon sugar, 9 garlic cloves, 1 teaspoon peeledginger, 1 medium onion, cut into chunks, 1 cupgochu-garu (Korean hot pepper flakes), 6 ouncesKorean radish, cut into matchsticks (about 1 cup), ordaikon, 3 ouncesbuchu (Asian chives, aka garlic chives), chopped (optional), 6 green onions, sliced diagonally, 2 ounces carrot matchsticks (about �� cup)","Asian chives, carrot, garlic, ginger, green onion, hot pepper flakes, Korean radish, kosher salt, napa cabbage, onion, sugar, sweet rice flour, vegetable stock,","Cut the cabbage lengthwise into quarters. Cut away the core of each quarter., Cut the leaves crosswise into 1-to-1�� inch bite size pieces. Transfer to a large bowl., Toss with 6 tablespoons of the salt and 1 cup water., Let stand for 2 hours, tossing the cabbage every 30 minutes to salt evenly., Combine the glutinous rice flour and 1 cup of the vegetable stock in a small saucepan and place over medium high heat., Stir until the mixture begins to bubble, 2 to 3 minutes. Add 1 tablespoon of the sugar and stir until the mixture is slightly translucent, 2 to 3 minutes. Remove from the heat and let cool thoroughly., Put the cooled porridge, the remaining �� cup vegetable stock, the remaining 3 tablespoons salt, the remaining 1 teaspoon sugar, garlic, ginger, and onion in a food processor and process to a puree., Transfer the puree to a medium bowl., Add the gochu-garu (hot pepper flakes) and mix it well. Set aside., Rinse the cabbage 3 to 4 times with cold running water to remove any dirt and excess salt. Drain well., Well dry a large bowl with kitchen cloth., Add the cabbage, radish matchsticks, green onion, chives (if used), and carrot. Add the kimchi paste and mix all together by hand (wear disposable gloves if you like)., Transfer to an airtight container or glass jars. Press down the on the kimchi so it��s well packed and no air can get inside, then put the lid on the container., You can serve the kimchi right away, sprinkled with sesame seeds. Or you can let the kimchi ferment. It takes about 2 weeks to ferment in the refrigerator; for faster fermenting, leave it at room temperature for 1 to 2 days, depending on the warmth of your kitchen, until the kimchi smells and tastes sour., Once the kimchi is fermented, store in the refrigerator until it runs out. After 2 weeks, the kimchi will have fermented nicely, and it will continue to ferment and become more sour as time goes one. It never goes bad and you can enjoy it at every stage., Whenever you take some kimchi out of the container, be sure to press down on the remaining kimchi with a spoon to prevent it from being exposed to air."
Fermented pollock roe,������,https://www.maangchi.com/recipe/myeongnanjeot,"1 pound frozen or freshpollock roe(If frozen, thaw it out in the fridge), 2 tablespoons plus 1 teaspoonkosher salt, 7 or 8 tablespoonsgochugaru (Korean hot pepper flakes), 3 tablespoonsmirim, 4 garlic cloves, minced, 1 teaspoon peeledginger, minced","garlic, ginger, hot pepper flakes, kosher salt, mirim, pollock roe,","Combine 4 cups of cold water and 1 tablespoon kosher salt in a bowl. Stir well until the salt is dissolved., Add the pollock roe and gently wash it by hand. Put the clean roe into a strainer., Gently rinse and drain the roe a few more times until its very clean. Drain and put them on a kitchen towel or paper towels and pat dry., Remove any stringy stuff from the roe and discard. If any of the roe sacks are too big, gently split them into smaller pieces with your hands., Combine 1 tablespoon plus 1 teaspoon kosher salt, mirim, garlic, and ginger in a bowl and mix well with a spoon., Add the roe and gently mix to coat it evenly., Transfer to a small earthenware jar or a glass jar. This amount should fit nicely into a 2�� cup jar., Add 2 to 3 tablespoons hot pepper flakes to the top of the seasoned roe. Spread them evenly and gently press them down with a spoon. This will prevent the roe from being exposed to the air and keep it from spoiling., Cover and refrigerate for 3 weeks to ferment., Take 2 to 3 sacks of roe out of the jar, place them on your cutting board and slice them a few times. Put them on a small bowl or plate., Sprinkle with chopped green onion, toasted sesame oil, and sesame seeds., Serve with rice, soup, and more side dishes."
Kimchi stew with tuna,��ġ��ġ�,https://www.maangchi.com/recipe/chamchi-kimchi-jjigae,"1 or 2 cans of tuna, 1 pound fermentedkimchi, cut into 2 inch long pieces, �� cup kimchi brine, optional, 1 medium onion (about 1 cup), sliced, 2 green onion, one cut diagonally into pieces and one chopped up into small pieces, 1 teaspoonkosher salt, 2 teaspoonsKorean hot pepper flakes, 2 teaspoons Turbinado sugar (or white or brown sugar), 2 teaspoonstoasted sesame oil, 8 ouncestofu(about 1 cup), sliced into bite size pieces","canned tuna, fermented kimchi, green onion, hot pepper flakes, kimchi brine, kosher salt, onion, toasted sesame oil, tofu, Turbinado sugar,","Place the kimchi in a shallow, heavy pot or pan. Add kimchi brine, onion, green onion, kosher salt, hot pepper flakes, sugar, and toasted sesame oil. Add 2�� cups water and cover. Cook for 25 minutes over medium high heat. If it boils over, crack the lid a little and if the water boils out, add more so that the kimchi and all the ingredients are always submerged., Stir the stew with a wooden spoon and add tuna and tofu. Continue to cook for another 5 minutes until the tofu turns soft., Sprinkle with the chopped green onion and serve right away with rice and more side dishes if you desire."
Extra-strong fermented soybean paste stew,û�����,https://www.maangchi.com/recipe/cheonggukjang-jjigae,"1 ball ofcheongukjang(1 cup, or 6�� ounces: 185 grams), 1 small zucchini cut into �� inch dices (about 1 cup), �� medium size onion, cut into chunks, 2 garlic cloves, minced, 7 largedried anchovies, guts and heads removed, 1 cup (about 8 ounces)kimchi, chopped, 2 tablespoons kimchi brine, optional, 1 teaspoonfish sauce(or salt), 1 smalldaepa(or 3 to 4 green onions), sliced diagonally, 8 ouncestofu, sliced into �� inch thick","cheongukjang, dried anchovies, fish sauce, garlic, green onion, kimchi, kimchi brine, large green onion, onion, tofu, zucchini,","Place zucchini, onion, and garlic in a shallow pot. Put the anchovies into a soup pouch (or soup strainer) and add them, too., Add kimchi and kimchi brine (if used) and 4�� cups water. Cover and cook for 20 minutes over medium high heat. If it boils over, crack the lid., Add fish sauce (or salt) and stir well with a spoon. Add the cheonggukjang and break it up with a spoon in the stew., Add tofu and sliced daepa. Keep some daepa behind to use as a garnish later., Cook for another 5 to 10 minutes until the tofu is soft and the broth is a little thick. Remove the anchovy pouch., Garnish with the last of the daepa and serve right away with rice."
Vegetable and fruit water kimchi,���ڱ�ġ,https://www.maangchi.com/recipe/nabak-kimchi,"3 poundsnapa cabbage, 1 poundKorean radish, cleaned and peeled, 1 English cucumber, washed and cut crosswise into �� inch thick pieces, �� cup worth sliced onion, 5 green onions, cut crosswise into 1�� inch length, 2green chili peppers, stemmed and sliced, 1red chili pepper, stemmed and sliced, 1 apple (Royal gala, honeycrisp, or any sweet apple), washed, cored, and cut into 1 x 1 x �� inch slices, 1 largeKorean pear(about 2 cups), peeled, cored, and cut into 1 x 1 x �� inch slices, 3 red radishes (optional), sliced thinly, 3 garlic cloves, sliced thinly, 1 tablespoon worth peeledginger, sliced thinly, Kosher salt, 10 cups cold water, 2 tablespoonsKorean hot pepper flakes","apple, english cucumber, garlic, ginger, green chili pepper, green onion, hot pepper flakes, Korean pear, Korean radish, kosher salt, napa cabbage, onion, red radish, water,","Cut the cabbage lengthwise into quarters and then trim the stem ends., Cut each quarter crosswise into 1�� inch slices so that each piece of cabbage is roughly 1�� inch square. Put them into a large bowl or basin., Add 3 cups of water and 3 tablespoons of salt to the basin and gently mix it all together with your hands. Let stand for 30 minutes, then gently toss the cabbage and let stand for another 30 minutes., Cut the radish into bite size pieces thinly. Put them into a bowl and mix with 1 teaspoon kosher salt. Let stand for 1 hour., Rinse and drain the cabbage in cold water a couple of times, changing water to remove dirt and excess salt. Drain and transfer to a large basin., Add the radish (with its kosher salty brine), to the basin with the cabbage., Add the cucumber, onion, green onion, green chili pepper, red chili pepper, apple, pear, garlic, and ginger, and mix everything together with your hands., Combine 10 cups water and �� cup kosher salt in another large bowl and stir well to dissolve the salt., Tie the hot pepper flakes up in a piece of cheesecloth. Immerse the cheesecloth pouch in the water and squeeze the pouch several times, until the water turns pink. Remove and discard the pouch., Pour the pink brine over the vegetables and fruits in the basin. Stir well with a wooden spoon. Transfer to a airtight container or glass jars. Press it down gently., You can serve immediately with rice, or cover and let stand at room temperature until it ferments and gets a little bit sour, usually between 1 to 2 days. Serve in individual bowls, or in one shareable bowl on the table., Once the kimchi is fermented, put it in the fridge and eat it over the next two weeks.Freshly madeAfter fermenting a few days"
Spicy stuffed green chili pepper kimchi,���߼ҹ���,https://www.maangchi.com/recipe/gochu-sobagi,"1 pound of 5-6 inch longgreen chili peppers(about 17 or 18 peppers), 2 tablespoons plus �� teaspoonkosher salt, 8 ouncesKorean radish, cut into matchsticks (about 2 cups), 2 ouncesAsian chives (buchu)chopped, 1 small carrot, cut into thin matchsticks, 1 small onion, sliced thinly (about 1 cup), 2 garlic cloves, minced, �� cupKorean hot pepper flakes (gochugaru), 2 tablespoonsfish sauce(or 3 tablespoonssoy sauce), 1 tablespoon sugar, 1 tablespoontoasted sesame seeds",,"Throw a pepper onto the cutting board and let it sit naturally. Cut a slit into the top of the pepper as it lays. Repeat with the rest of the peppers so that when the peppers are finished, they stack nicely and sit on your plate with the slit and stuffing facing upwards., Rinse the peppers and strain., Put the 2 tablespoons salt in a small bowl. Rub and sprinkle some salt onto the peppers, into the slits and around the outside. Put them in a bowl and let sit for 30 minutes, then strain any excess water., Mix the radish matchsticks with �� teaspoon kosher salt in a bowl. Let it sit for 10 to 20 minutes until water comes out of the radish., Add hot pepper flakes, fish sauce, carrot, onion, and chives and mix it well by hand or a wooden spoon., Stuff generous amounts of the seasoning paste into each pepper pocket. Put them in an airtight container and sprinkle sesame seeds over top., Store in the fridge, and take some peppers out when you want them, like you would other kinds of kimchi. Serve as a side dish for rice."
Green chili pepper pickles,���������,https://www.maangchi.com/recipe/gochu-jangajji,"1 poundgreen chili peppers, washed and dried, 3�� cups water, �� cupsoy sauce, �� cupkosher salt, �� cup white vinegar, 3 tablespoons turbinado sugar","green chili pepper, kosher salt, soy sauce, sugar, vinegar, water,","Cut the stems the peppers, leaving a �� inch on the top, Make a hole with a toothpick or fork on each pepper, just under the stem. These holes will allow the brine to seep into the pepper., Put the peppers into a glass jar that can hold at least 8 cups., Combine the water, soy sauce, kosher salt, vinegar, and the sugar in a pot. Stir to dissolve the sugar. Cover and bring to a boil over medium high heat. When the brine boils and bubblesvigorouslyon the surface, pour it into the jar of green chili peppers., Keep the peppers submerged in the brine by weighing them down with your bag of pebbles (or anything else handy)., Cover and let it sit at room temperature for 24 hours., 24 hours later open the jar, take out the pebbles, and pour the brine out of the jar into a pot., Boil the brine vigorously for about 15 minutes., Remove from the heat and let cool thoroughly. If you want it to cool faster, place the pot into a bath of ice water but be sure not to splash cold water into the brine., Pour the cool brine back into the jar. Cover and refrigerate for 1 week or more before eating."
